ID,pH_STP,pH,Cl-,SO4,HCO3,H2S,SiO2,As,Sb,B,Ca,Fe,K,Li,Mg,Mn,Al,Na,Zn,Mo,Ni,Cd,Ti,Cu,Sr
SAE4_06,5.93,6.24,0.024654443,0.004424318,0.022041953,1.96E_06,0.012956375,2.21E_05,1.09E_06,0.003690287,0.001451447,6.98E_07,0.00269399,0.000753458,8.21E_05,1.06E_06,0,0.031748238,1.91E_06,1.91E_05,1.43E_06,6.23E_08,2.51E_07,6.29E_07,1.86E_06
SAE4_07,5.93,6.24,0.024456982,0.004476369,0.01188135,1.88E_06,0.012964248,2.20E_05,8.30E_07,0.003657817,0.00140983,6.45E_07,0.002641483,0.000742075,7.95E_05,1.24E_06,0,0.031342453,1.28E_06,5.68E_06,0,2.31E_07,0,6.29E_07,1.65E_06
SAE4_08,5.9,6.21,0.024400564,0.004351447,0.001982956,0,0.01299023,2.21E_05,1.07E_06,0.00352766,0.001388373,8.77E_07,0.002612199,0.000744092,7.38E_05,1.18E_06,0,0.031399435,2.51E_06,_2.40E_07,0,3.56E_07,3.76E_07,2.36E_07,1.30E_06
SAE4_09,5.84,6.13,0.024598025,0.004351447,0.007489348,0,0.012989281,2.21E_05,1.42E_06,0.003586124,0.001661527,1.32E_06,0.002666957,0.000745677,8.15E_05,1.07E_06,0,0.031678991,3.91E_06,1.72E_05,6.30E_07,5.52E_07,0,1.57E_08,1.78E_06
SAE4_10,5.71,6.04,0.024428773,0.004403498,0.007194363,0,0.013009221,2.21E_05,1.29E_06,0.003560592,0.001368214,1.15E_06,0.002637084,0.000744813,6.02E_05,4.55E_07,0,0.031365246,2.58E_06,2.49E_05,6.99E_07,1.96E_07,_8.36E_08,1.57E_08,1.35E_06
SAE4_11,5.57,6.01,0.024428773,0.004403498,0.007604064,0,0.013062267,2.21E_05,1.31E_06,0.003581129,0.001443338,7.88E_07,0.002652864,0.00075072,6.54E_05,9.28E_07,0,0.031318965,3.10E_06,1.70E_05,5.11E_07,2.05E_07,0,0,1.36E_06
SAE4_12,5.55,5.94,0.02448519,0.004413908,0.010455588,0,0.01305739,2.21E_05,1.43E_06,0.003505458,0.001372754,6.98E_07,0.002649309,0.00076268,6.55E_05,1.09E_06,0,0.031348673,3.90E_06,1.52E_05,6.82E_07,6.23E_07,2.09E_07,0,1.29E_06
SAE4_13,5.5,5.84,0.024456982,0.004382677,0.008472632,0,0.013059837,2.26E_05,1.75E_06,0.003421184,0.001315843,1.25E_06,0.002636905,0.000738905,5.75E_05,1.20E_06,0,0.031306351,3.72E_06,3.92E_05,3.63E_06,7.03E_07,3.13E_07,0,1.20E_06
SAE4_14,5.48,5.84,0.024456982,0.004393088,0.010914454,0,0.013188931,2.11E_05,1.43E_06,0.003388529,0.001278144,1.99E_06,0.002638082,0.000791931,5.75E_05,1.58E_06,0,0.031592171,0,0,2.42E_06,0,0,0,1.10E_06
SAE4_15,5.41,5.74,0.024344147,0.004382677,0.008423468,0,0.013344607,2.14E_05,1.45E_06,0.003552081,0.001307186,3.17E_06,0.002735678,0.000789914,5.78E_05,1.77E_06,0,0.031137451,0,0,7.33E_07,4.36E_07,0,0,1.10E_06
SAE4_16,5.42,5.74,0.024456982,0.004382677,0.009980334,0,0.013276165,2.09E_05,1.31E_06,0.003438945,0.001288997,1.40E_06,0.002788721,0.000795677,5.61E_05,1.95E_06,0,0.031589604,0,0,3.71E_06,1.16E_07,1.23E_06,0,1.08E_06
SAE4_17,6.34,6.62,0.024428773,0.004372267,0.007112422,2.11E_06,0.013284454,2.09E_05,1.40E_06,0.003376966,0.001277196,1.93E_06,0.002749463,0.000789481,5.70E_05,2.26E_06,0,0.031723445,0,0,1.36E_06,6.94E_07,7.94E_07,0,1.07E_06
SAE4_18,6.16,6.53,0.024372355,0.004382677,0.01027532,0,0.013111718,2.14E_05,1.35E_06,0.003407031,0.001068663,9.67E_07,0.002563453,0.000778818,3.46E_05,2.48E_06,0,0.031342758,0,0,3.03E_06,7.12E_07,1.52E_06,0,9.13E_07
SAE4_19,5.73,6.04,0.024513399,0.004403498,0.007063258,0,0.013238798,2.13E_05,1.35E_06,0.003669658,0.001144012,1.16E_06,0.00274,0.000767003,3.76E_05,2.93E_06,0,0.030809439,0,0,1.86E_06,4.71E_07,4.18E_08,0,9.36E_07
SAE4_20,5.5,5.84,0.024513399,0.004361857,0.006850213,0,0.013228728,2.13E_05,1.31E_06,0.003294357,0.001049077,6.34E_06,0.002598824,0.000787464,3.62E_05,3.09E_06,0,0.031422358,0,0,1.82E_06,2.76E_07,1.78E_06,0,8.90E_07
SAE4_21,5.5,5.84,0.024598025,0.004361857,0.00848902,0,0.013304028,2.14E_05,1.08E_06,0.003481499,0.001116567,2.44E_06,0.002742251,0.00077853,4.03E_05,3.51E_06,0,0.031702349,0,0,3.02E_06,1.16E_07,0,0,9.36E_07
SAE4_22,5.45,5.84,0.024400564,0.004361857,0.006850213,1.29E_06,0.013306708,2.12E_05,1.15E_06,0.003488714,0.001008982,2.99E_06,0.00272133,0.000781988,3.91E_05,3.48E_06,0,0.030997651,0,0,1.57E_06,0,1.38E_06,0,9.02E_07
SAE4_23,5.43,5.75,0.024569817,0.004361857,0.006506064,0,0.013357157,2.08E_05,1.60E_06,0.003669195,0.00095756,6.27E_07,0.002646113,0.00075072,3.71E_05,3.26E_06,0,0.033623401,0,0,1.02E_06,9.79E_08,0,0,8.56E_07
SAE4_24,5.31,5.65,0.02493653,0.004455549,0.010471976,0,0.013375749,2.15E_05,1.62E_06,0.003588344,0.001043313,3.62E_06,0.002747647,0.000764265,4.26E_05,4.46E_06,0,0.030623706,0,_1.98E_07,4.63E_06,3.56E_07,5.43E_07,0,9.70E_07
SAE4_25,5.42,5.75,0.024823695,0.004403498,0.006063586,0,0.013353079,2.07E_05,1.91E_06,0.003612211,0.000879042,2.69E_06,0.002567238,0.000785447,3.34E_05,3.35E_06,0,0.031991214,0,0,1.58E_06,3.47E_07,0,0,8.22E_07
SAE4_26,5.34,5.65,0.024654443,0.004403498,0.008194035,0,0.01335744,2.13E_05,1.69E_06,0.003484089,0.000923303,3.92E_06,0.002774578,0.000798703,3.64E_05,4.10E_06,6.67E_07,0.031108177,0,0,6.30E_07,7.56E_07,5.85E_07,0,8.90E_07
SAE4_27,5.27,5.65,0.024626234,0.004382677,0.008259587,0,0.013379927,2.21E_05,1.63E_06,0.003506013,0.000889646,5.48E_06,0.0027811,0.000802594,3.72E_05,4.57E_06,4.15E_06,0.031099043,0,0,1.60E_06,3.02E_07,3.97E_07,0,8.56E_07
SAE4_28,5.27,5.65,0.024513399,0.004372267,0.007735169,0,0.013384221,2.21E_05,1.81E_06,0.003378261,0.000841692,3.26E_06,0.002771023,0.000754755,3.48E_05,3.93E_06,0,0.031894606,0,3.27E_06,3.42E_06,8.90E_09,3.97E_07,0,8.79E_07
SAE4_29,5.25,5.65,0.024456982,0.004361857,0.008194035,2.93E_07,0.013398802,2.19E_05,1.64E_06,0.003506846,0.000803019,3.38E_06,0.002753683,0.000753314,3.53E_05,4.30E_06,0,0.031246064,1.07E_07,1.45E_05,7.16E_07,4.54E_07,4.60E_07,1.24E_06,8.45E_07
SAE4_30,5.36,5.75,0.024400564,0.004351447,0.008112094,6.16E_07,0.013391478,2.18E_05,1.77E_06,0.003632285,0.000765768,4.03E_06,0.002770665,0.000761239,3.40E_05,4.26E_06,0,0.031957199,0,2.90E_05,3.70E_06,0,4.18E_08,0,8.33E_07
SAE4_31,5.2,5.56,,,0.008194035,1.47E_07,0.013406541,2.19E_05,1.73E_06,0.003604718,0.000727221,3.01E_06,0.002786624,0.000776801,3.32E_05,3.57E_06,0,0.031100478,0,1.30E_05,4.45E_06,0,2.24E_06,1.05E_06,8.22E_07
